Timestamp,X-Setpoint,Y-Setpoint,Z-Setpoint,X-Position,Y-Position,Z-Position,X-Error,Y-Error,Z-Error,Eucaledian-Error,X-Orientation,Y-Orientation,Z-Orientation,W-Orientation,X-Twist-Linear,Y-Twist-Linear,Z-Twist-Linear,X-Twist-Angular,Y-Twist-Angular,Z-Twist-Angular,X-Velocity-Following,Y-Velocity-Following,Z-Velocity-Following,X-Velocity,Y-Velocity,Z-Velocity,X-Velocity-Error,Y-Velocity-Error,Z-Velocity-Error,Eucalidean-Velocity-Error,Velocity-Setpoint
1645760529.001274,-0.0013879829784855247,0.023988138884305954,0.058717161417007446,-0.01219872385263443,0.025070318952202797,0.06068843603134155,0.010810740874148905,-0.001082180067896843,-0.0019712746143341064,0.011042153574030074,-0.0008772230198911154,-0.0011522135903591106,0.021216217778201985,-0.9997739071903164,-0.03467249862996384,0.04978852090959403,0.0191482620925835,-0.0011163463350385427,-0.0010983345564454796,-0.002110886387526989,2.0894629012801187,0.15213688971000816,0.19758114615879163,-0.03467249862996384,0.04978852090959403,0.0191482620925835,2.1246256962083088,0.06894625272818351,0.19746311353308144,2.13489569205619,2.0
1645760529.065377,-0.0013879829784855247,0.023988138884305954,0.058717161417007446,-0.011633312329649925,0.0248703695833683,0.060751285403966904,0.0102453293511644,-0.0008822306990623474,-0.0020341239869594574,0.010482498028357679,-0.0008743681368411889,-0.001141238544833019,0.021253897060770688,-0.9997730642533463,-0.03411727895871354,0.04960849953714658,0.01964135468592008,0.00014932698104530573,-0.00022323662415146828,8.907297160476449e-05,2.0853218604007306,0.16808835323561538,0.1745882275713654,-0.03411727895871354,0.04960849953714658,0.01964135468592008,2.1235801802388323,0.10252839017286158,0.17793979147287156,2.133487150672354,2.0
1645760529.136042,-0.0013879829784855247,0.023988138884305954,0.058717161417007446,-0.010896432213485241,0.025658393278717995,0.060703832656145096,0.009508449234999716,-0.0016702543944120407,-0.0019866712391376495,0.009856328891074817,-0.0009155680497983936,-0.0012340675857739811,0.021236153237547628,-0.9997733592812859,-0.034677459949873535,0.04845710211369602,0.020373567993542382,-0.001143269706517458,-0.0011721418704837563,-0.0011915651848539708,2.044463341755918,0.2414995905152867,0.13134588537203956,-0.034677459949873535,0.04845710211369602,0.020373567993542382,2.1199993203506042,0.11963125112191936,0.15421465957782304,2.1289647521179687,2.0
1645760529.204527,-0.0013879829784855247,0.023988138884305954,0.058717161417007446,-0.01120995357632637,0.027147606015205383,0.06033805012702942,0.009821970597840846,-0.0031594671308994293,-0.0016208887100219727,0.010444166754047956,-0.0008937993157298541,-0.0012332493956716025,0.021256299431135883,-0.9997729378128007,-0.03525665316723199,0.04874546765168247,0.02095957885357357,-0.0014336430467665195,0.0018411315977573393,-0.0012814489891752603,1.9929712483298732,0.30893897489971045,0.11769850200384199,-0.03525665316723199,0.04874546765168247,0.02095957885357357,2.07971999492315,0.19275412286360422,0.110386306518466,2.091548360863514,2.0
1645760529.264823,-0.0013879829784855247,0.023988138884305954,0.058717161417007446,-0.01140665728598833,0.027833299711346626,0.060172658413648605,0.010018674307502806,-0.0038451608270406723,-0.001455496996641159,0.010829476818981441,-0.0008872185730694043,-0.0012558791972638453,0.021281123924908774,-0.99977238990377,-0.0354070202759937,0.0491557841246267,0.021041772932138544,-0.0014287326484918594,0.0016167702851817012,-7.806462235748788e-05,1.9699139552744038,0.3372046206132486,0.10588287830225762,-0.0354070202759937,0.0491557841246267,0.021041772932138544,2.028378268605867,0.25978319077508377,0.09665672907170345,2.0472294033734126,2.0
1645760529.336489,-0.0013879829784855247,0.023988138884305954,0.058717161417007446,-0.01284994650632143,0.031228169798851013,0.060272157192230225,0.011461963527835906,-0.007240030914545059,-0.0015549957752227783,0.013645976235431796,-0.0008567404335364242,-0.0012484281365873066,0.021301522999588096,-0.999771968435285,-0.03641925298851648,0.051781675203950675,0.02214271188634579,0.0003238969948142767,-0.00028131273575127103,0.0018175449222326279,1.8701879866658877,0.446972582016731,0.10611833924829646,-0.03641925298851648,0.051781675203950675,0.02214271188634579,2.0063332082629204,0.2854229454092979,0.08374016641591184,2.0282632018098803,2.0
1645760529.401245,-0.0013879829784855247,0.023988138884305954,0.058717161417007446,-0.01162572018802166,0.029435910284519196,0.06025083735585213,0.010237737209536135,-0.005447771400213242,-0.0015336759388446808,0.011697933077509598,-0.0009055965129151302,-0.0012843957179231877,0.021286729455760767,-0.9997721791695275,-0.03625626979630608,0.050833912204273246,0.022277270457623472,0.001138819265179336,0.0031610787846148014,-0.0004029039992019538,1.7921052294317539,0.5289483023167835,0.11954330911763393,-0.03625626979630608,0.050833912204273246,0.022277270457623472,1.9064442564621937,0.39613866981245777,0.08384106879067299,1.9489702084779112,2.0
1645760529.468676,-0.0013879829784855247,0.023988138884305954,0.058717161417007446,-0.01104976236820221,0.028624573722481728,0.06069185584783554,0.009661779389716685,-0.004636434838175774,-0.0019746944308280945,0.010897060478833162,-0.0009338087860117847,-0.0013310599553841684,0.021270418625386978,-0.9997724741974672,-0.036744479840575564,0.05041632000750805,0.022604988834619897,-0.0014752912102267146,0.0005967476172372698,-0.000633535790257156,1.7132706148509529,0.6096911171529481,0.13346831898478925,-0.036744479840575564,0.05041632000750805,0.022604988834619897,1.8288497092723295,0.4785319823092754,0.09693832028301404,1.8929028382718487,2.0
1645760529.533606,-0.0013879829784855247,0.023988138884305954,0.058717161417007446,-0.011116000823676586,0.028787633404135704,0.0612277016043663,0.009728017845191061,-0.00479949451982975,-0.002510540187358856,0.011134284479685948,-0.0009466846276523469,-0.0013859485082511548,0.0212701235974474,-0.9997724320506187,-0.03645852071793437,0.05014867768329015,0.023307286053722936,0.0024646767415106297,0.0015451071085408334,0.002885962836444378,1.6408005050635457,0.6832687617533826,0.14592236806488756,-0.03645852071793437,0.05014867768329015,0.023307286053722936,1.7497291355688873,0.559542439469658,0.11016103293106631,1.8403193316929376,2.0
1645760529.601365,-0.0013879829784855247,0.023988138884305954,0.058717161417007446,-0.011777176521718502,0.029813120141625404,0.062327612191438675,0.010389193543232977,-0.00582498125731945,-0.0036104507744312286,0.012445927202160059,-0.0009696642295656657,-0.0013909690663643725,0.02125427638240729,-0.9997726849317097,-0.03667795807171692,0.05038664169735024,0.0242640414171237,-0.002817935310304165,-0.00013382316683419054,-0.00035537383519113064,1.551632164962564,0.7721253491322175,0.16756703618810648,-0.03667795807171692,0.05038664169735024,0.0242640414171237,1.6774784631352626,0.6328821200560324,0.12165832664776387,1.7970182304617823,2.0
